,医药生物,电子,银行,食品饮料,计算机,房地产,传媒,家用电器,电气设备,汽车
2019-11-07,43543.112063,37967.234673,75653.088827,38940.104497,21676.018414,21263.46945,16225.635077,13271.686013,15945.043773,16116.148015
2019-11-08,43408.988217,38294.331319,74680.633071,39076.514161,21667.911847,21140.78798,16195.236207,13241.230807,15924.65835,16172.084377
2019-11-11,42387.924135,37600.215541,73476.947207,38662.851171,21084.832604,20655.827765,15907.435431,12776.017947,15577.021647,15919.577806
2019-11-12,42579.780125,37550.784676,73659.905091,38793.218443,21060.245633,20679.778563,15941.175065,12594.895668,15592.655601,15931.513532
2019-11-13,42965.67418,38085.505701,73407.412359,39228.980931,21016.363464,20495.419095,15903.694831,12590.677158,15530.938002,15830.321884
2019-11-14,43406.296698,38805.064698,73062.401585,39375.274982,21342.15003,20509.751925,15948.321297,12658.405385,15601.976149,15836.622895
2019-11-15,43014.609483,38441.95231,73112.528803,39148.171102,21169.326627,20353.479071,15892.840668,12558.299104,15372.941734,15728.372596
2019-11-18,43405.293795,38390.402068,73763.739628,39200.671395,21344.254183,20485.751763,16056.855325,12605.101044,15613.03454,15794.830475
2019-11-19,44246.472609,39067.452488,73876.16308,39462.850962,21768.366256,20784.619374,16721.797002,12804.138218,15962.223304,15977.60611
2019-11-20,44194.692025,38602.350476,72901.835744,39521.025323,21674.249879,20638.967545,16655.600193,12653.215239,15794.808933,15848.618616
2019-11-21,43672.740359,38728.291846,72653.375884,39346.215143,21610.426948,20619.251592,16634.151548,12491.922835,15866.486236,15804.234187
2019-11-22,42300.290769,37854.440906,72432.05297,38309.813114,21211.313089,20582.64149,16309.349739,12368.954804,15895.10231,15733.083113
2019-11-25,41910.939736,36841.405234,73393.057044,38104.857676,20652.384963,21073.298468,16094.273713,12467.609939,15918.319075,15934.740252
2019-11-26,42166.987834,37361.390466,73221.68632,38390.455362,20675.148061,20970.589416,16160.061672,12498.681559,16047.258712,15991.453111
2019-11-27,41897.705754,38088.799441,73302.324398,38388.952476,20640.857198,20873.054597,16052.120497,12287.205021,15971.128209,15941.337172
2019-11-28,42007.583637,38050.421196,72966.080873,38123.251099,20535.575685,20696.703666,16032.044027,12345.38486,15946.938816,15810.765457
2019-11-29,41276.55639,38189.347539,72496.824345,37109.186913,20619.953785,20631.610719,16080.53166,12223.976633,16023.360741,15890.837973
2019-12-02,40844.515282,38658.106207,72548.244614,37136.271799,20698.663278,20917.280097,16198.136732,12253.246181,16061.647829,15948.416442
2019-12-03,40840.69575,39182.468198,73425.296883,36977.456212,20848.22699,21011.577623,16190.231984,12457.153573,16107.327782,16146.610886
2019-12-04,41029.05861,39117.311055,73061.458672,37065.630615,20862.950657,20928.818974,16226.771575,12625.293984,16033.392179,16085.19467
2019-12-05,41488.748108,39868.743303,73392.636171,37255.69477,21289.424444,21037.395943,16393.366582,12659.18327,16279.908243,16202.345973
2019-12-06,41774.363286,40406.568504,73366.336007,38133.105244,21456.640884,21126.037957,16694.755427,12748.735563,16415.918469,16140.232027
2019-12-09,41151.785823,40467.933004,73243.353664,37807.139211,21811.04669,21486.771437,16742.831579,12810.666877,16445.078723,16108.52621
2019-12-10,41454.025784,41179.750348,72932.980974,37860.960898,22062.258991,21472.975026,16904.143331,12860.806808,16432.382206,16198.985741
2019-12-11,41321.535442,40799.120732,73531.329908,37607.029139,21935.631235,21578.570425,16854.737109,12768.955409,16382.614774,16354.139701
2019-12-12,41412.767294,40932.021216,73382.455005,37260.455534,21934.529331,21426.178808,16747.218277,12752.396777,16328.694133,16320.44428
2019-12-13,42094.540352,41611.480227,74678.674164,37889.680954,22324.40079,21685.606297,16930.475868,13121.871873,16597.620569,16445.876144
2019-12-16,42359.483985,42823.985091,74424.868011,37672.370942,22945.18354,21964.408182,17324.800202,13174.98474,16852.35818,16647.123865
2019-12-17,42735.507645,43427.624857,79341.984222,38151.479263,23103.433914,22372.444107,17464.886001,13294.939663,17049.04928,16807.027711
2019-12-18,42311.77112,43433.343493,79442.218228,38110.06991,23068.922343,22305.404619,17768.155916,13314.656775,16972.703866,16795.605703
2019-12-19,42505.702898,42612.334815,79727.26057,37844.928136,23099.196686,22365.980412,17990.623357,13366.153052,17078.25987,16816.692084
2019-12-20,42108.880417,42234.264073,79807.770906,37683.314637,22544.808283,22542.30126,17743.872265,13316.758891,16879.409789,16830.281127
2019-12-23,41715.928487,41062.805422,79053.037374,37544.961694,21863.330888,22066.214875,17254.955261,13217.72054,16624.402265,16589.558149
2019-12-24,41901.473128,41950.711426,79244.292076,37676.804875,23630.384947,21998.746419,17637.052321,13348.375244,16996.817449,16789.45478
2019-12-25,41927.102751,42684.098411,78861.084038,37337.308223,23905.057072,21935.077358,17837.203979,13309.171455,17231.409088,16858.311109
2019-12-26,42194.772427,42709.828196,79420.737828,37440.958543,24223.150124,22454.91659,17949.032281,13456.019168,17286.617474,16888.659481
2019-12-27,41910.464816,41670.35719,79652.134672,37938.249547,23799.363189,22629.707938,17755.58127,13360.504349,17162.812071,16864.125538
2019-12-30,42076.81221,41782.352072,79651.669109,38727.040626,23947.715284,22976.034793,17876.218635,13540.997104,17431.06513,16878.595484
2019-12-31,43022.542935,41946.551274,79518.781048,38768.927791,24037.383624,23091.435148,17914.637281,13578.69038,17366.5233,17104.451339
